SrcIP;DstIP;TCP SrcPort;TCP DstPort;UDP SrcPort; UDP DstPort;Proto;Type;Ver;Ciphersuite;List of extensions;SNI;Supported Groups;EC;ALPN;Signature Algorithms;Supported Versions;Time
192.168.3.28;47.246.2.232;65045;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:35.820247000 CEST
47.246.2.232;192.168.3.28;443;65045;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:35.884660000 CEST
192.168.3.28;47.246.2.232;65048;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:36.109530000 CEST
192.168.3.28;47.246.2.232;65049;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:36.109546000 CEST
47.246.2.232;192.168.3.28;443;65049;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:36.171069000 CEST
47.246.2.232;192.168.3.28;443;65048;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:36.172383000 CEST
192.168.3.28;47.246.2.232;65051;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:36.437888000 CEST
47.246.2.232;192.168.3.28;443;65051;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:36.501460000 CEST
192.168.3.28;47.246.2.232;65053;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:36.737890000 CEST
47.246.2.232;192.168.3.28;443;65053;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:36.801248000 CEST
192.168.3.28;47.246.2.232;65055;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:37.027840000 CEST
47.246.2.232;192.168.3.28;443;65055;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:37.092143000 CEST
192.168.3.28;47.246.2.232;65057;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:37.307902000 CEST
47.246.2.232;192.168.3.28;443;65057;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:37.371011000 CEST
192.168.3.28;47.246.2.232;65060;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:37.591248000 CEST
47.246.2.232;192.168.3.28;443;65060;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:37.663316000 CEST
192.168.3.28;47.246.2.232;65062;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:37.878406000 CEST
47.246.2.232;192.168.3.28;443;65062;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:37.943349000 CEST
192.168.3.28;47.246.2.232;65064;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:38.168049000 CEST
47.246.2.232;192.168.3.28;443;65064;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:38.231858000 CEST
192.168.3.28;47.246.2.232;65066;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:38.537947000 CEST
47.246.2.232;192.168.3.28;443;65066;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:38.601260000 CEST
192.168.3.28;47.246.2.232;65068;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:38.818190000 CEST
47.246.2.232;192.168.3.28;443;65068;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:38.881286000 CEST
192.168.3.28;47.246.2.232;65070;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:39.117982000 CEST
47.246.2.232;192.168.3.28;443;65070;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:39.187010000 CEST
192.168.3.28;47.246.2.232;65072;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:39.418000000 CEST
47.246.2.232;192.168.3.28;443;65072;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:39.487587000 CEST
192.168.3.28;47.246.2.232;65074;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:39.710906000 CEST
47.246.2.232;192.168.3.28;443;65074;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:39.775474000 CEST
192.168.3.28;47.246.2.232;65076;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:40.150027000 CEST
47.246.2.232;192.168.3.28;443;65076;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:40.224043000 CEST
192.168.3.28;47.246.2.232;65078;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:40.460816000 CEST
47.246.2.232;192.168.3.28;443;65078;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:40.566567000 CEST
192.168.3.28;47.246.2.232;65081;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:40.837929000 CEST
192.168.3.28;47.246.2.232;65083;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:41.147948000 CEST
47.246.2.232;192.168.3.28;443;65083;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:41.211547000 CEST
192.168.3.28;47.246.2.232;65085;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:41.437901000 CEST
47.246.2.232;192.168.3.28;443;65085;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:41.511429000 CEST
192.168.3.28;47.246.2.232;65087;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:41.728090000 CEST
47.246.2.232;192.168.3.28;443;65087;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:41.791671000 CEST
192.168.3.28;47.246.2.232;65089;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:42.027953000 CEST
47.246.2.232;192.168.3.28;443;65089;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:42.095027000 CEST
192.168.3.28;47.246.2.232;65091;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:42.328091000 CEST
192.168.3.28;47.246.2.232;65093;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:42.658010000 CEST
47.246.2.232;192.168.3.28;443;65093;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:42.725319000 CEST
192.168.3.28;47.246.2.232;65095;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:42.948092000 CEST
47.246.2.232;192.168.3.28;443;65095;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:43.009948000 CEST
192.168.3.28;104.96.145.31;65097;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;campaign.aliexpress.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:43.159272000 CEST
104.96.145.31;192.168.3.28;443;65097;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:43.179381000 CEST
192.168.3.28;47.246.2.232;65098;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:43.223947000 CEST
47.246.2.232;192.168.3.28;443;65098;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:43.300341000 CEST
192.168.3.28;47.246.2.232;65100;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:43.513394000 CEST
192.168.3.28;104.96.145.36;65104;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;sale.aliexpress.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:43.858690000 CEST
192.168.3.28;47.246.2.232;65103;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:43.859085000 CEST
104.96.145.36;192.168.3.28;443;65104;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:43.873365000 CEST
47.246.2.232;192.168.3.28;443;65103;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:43.919741000 CEST
192.168.3.28;47.246.2.232;65106;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:44.175374000 CEST
47.246.2.232;192.168.3.28;443;65106;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:44.240002000 CEST
192.168.3.28;47.246.2.232;65108;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:44.528197000 CEST
47.246.2.232;192.168.3.28;443;65108;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:44.617008000 CEST
192.168.3.28;47.246.2.232;65110;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:44.878653000 CEST
47.246.2.232;192.168.3.28;443;65110;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:44.945504000 CEST
192.168.3.28;47.246.2.232;65112;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:45.147135000 CEST
47.246.2.232;192.168.3.28;443;65112;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:45.212451000 CEST
192.168.3.28;47.246.2.232;65114;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:45.448279000 CEST
47.246.2.232;192.168.3.28;443;65114;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:45.511203000 CEST
192.168.3.28;47.246.2.232;65116;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:45.728065000 CEST
47.246.2.232;192.168.3.28;443;65116;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:45.793259000 CEST
192.168.3.28;47.246.2.232;65118;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:46.032358000 CEST
